Date - MST,Hourly Profile1,Season1,Date (MST),AIL,Gas Price,Price,Spark Spread
2/1/2021 0:00,ON PEAK,SUMMER,7/24/2021 12:00,9854,4.2,67.27,35.77
2/1/2021 0:00,ON PEAK,SUMMER,7/24/2021 13:00,9937,4.2,87.02,55.52
2/1/2021 0:00,ON PEAK,SUMMER,7/24/2021 18:00,9946,4.2,112.23,80.73
2/1/2021 0:00,ON PEAK,SUMMER,7/24/2021 17:00,10053,4.2,143.25,111.75
2/1/2021 0:00,ON PEAK,SUMMER,7/24/2021 14:00,10057,4.2,125.66,94.16
2/1/2021 0:00,ON PEAK,SUMMER,7/24/2021 15:00,10093,4.2,225.06,193.56
2/1/2021 0:00,ON PEAK,SUMMER,7/24/2021 16:00,10139,4.2,275.45,243.95
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 21:00,9236,4.24,70.46,38.66
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 20:00,9479,4.24,162.46,130.66
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 6:00,9526,4.24,882.63,850.83
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 7:00,9610,4.24,857.42,825.62
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 8:00,9621,4.24,513.59,481.79
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 9:00,9672,4.24,408.99,377.19
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 19:00,9674,4.24,317.08,285.28
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 10:00,9779,4.24,407.02,375.22
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 11:00,9785,4.24,587.99,556.19
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 18:00,9793,4.24,784.57,752.77
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 17:00,9835,4.24,871.02,839.22
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 12:00,9866,4.24,792.15,760.35
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 13:00,9896,4.24,608.48,576.68
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 14:00,9940,4.24,407.02,375.22
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 16:00,9991,4.24,843.62,811.82
2/1/2021 0:00,ON PEAK,SUMMER,10/3/2022 15:00,10012,4.24,766.56,734.76
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 6:00,9724,4.27,69.78,37.755
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 21:00,10006,4.27,52.54,20.515
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 7:00,10104,4.27,72.34,40.315
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 20:00,10228,4.27,55.03,23.005
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 19:00,10327,4.27,92.66,60.635
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 8:00,10397,4.27,79.51,47.485
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 18:00,10542,4.27,416.32,384.295
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 9:00,10634,4.27,100.69,68.665
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 10:00,10672,4.27,134.07,102.045
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 17:00,10708,4.27,127.67,95.645
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 11:00,10709,4.27,106.74,74.715
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 12:00,10787,4.27,109.32,77.295
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 13:00,10822,4.27,102.11,70.085
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 16:00,10825,4.27,274.63,242.605
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 14:00,10864,4.27,99.46,67.435
2/1/2021 0:00,ON PEAK,SUMMER,8/8/2022 15:00,10926,4.27,121.77,89.745
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 6:00,8728,4.29,120.59,88.415
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 7:00,8842,4.29,110.58,78.405
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 8:00,9067,4.29,97.48,65.305
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 21:00,9084,4.29,639.68,607.505
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 9:00,9263,4.29,107.95,75.775
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 10:00,9390,4.29,170.01,137.835
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 20:00,9407,4.29,813.52,781.345
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 11:00,9447,4.29,278.99,246.815
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 12:00,9483,4.29,558.01,525.835
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 13:00,9514,4.29,143.35,111.175
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 19:00,9655,4.29,853.04,820.865
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 14:00,9670,4.29,431.27,399.095
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 18:00,9712,4.29,897.2,865.025
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 17:00,9712,4.29,905.54,873.365
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 15:00,9756,4.29,602.66,570.485
2/1/2021 0:00,ON PEAK,SUMMER,10/2/2022 16:00,9800,4.29,779.06,746.885
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 6:00,9247,4.3,67.06,34.81
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 6:00,9315,4.3,56,23.75
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 7:00,9401,4.3,76.53,44.28
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 21:00,9451,4.3,73.79,41.54
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 21:00,9514,4.3,74.48,42.23
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 8:00,9531,4.3,77.07,44.82
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 7:00,9593,4.3,61.47,29.22
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 13:00,9609,4.3,82.65,50.4
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 9:00,9633,4.3,78.91,46.66
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 14:00,9634,4.3,84.3,52.05
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 12:00,9661,4.3,79.82,47.57
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 11:00,9680,4.3,78.99,46.74
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 10:00,9688,4.3,80.92,48.67
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 20:00,9740,4.3,78.23,45.98
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 20:00,9768,4.3,78.08,45.83
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 8:00,9776,4.3,63.63,31.38
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 15:00,9783,4.3,195.14,162.89
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 16:00,9856,4.3,230.63,198.38
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 19:00,9903,4.3,81.29,49.04
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 17:00,9910,4.3,82.42,50.17
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 16:00,9918,4.3,68.47,36.22
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 9:00,9918,4.3,75.05,42.8
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 19:00,9951,4.3,81.15,48.9
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 18:00,9960,4.3,99.48,67.23
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 10:00,9984,4.3,77.66,45.41
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 17:00,9999,4.3,180.62,148.37
2/1/2021 0:00,ON PEAK,SUMMER,10/24/2021 18:00,10016,4.3,115.05,82.8
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 11:00,10032,4.3,76.53,44.28
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 12:00,10048,4.3,74.96,42.71
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 13:00,10057,4.3,68.31,36.06
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 14:00,10067,4.3,63.04,30.79
2/1/2021 0:00,ON PEAK,SUMMER,10/23/2021 15:00,10075,4.3,69.91,37.66
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 21:00,9445,4.35,66.23,33.605
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 6:00,9664,4.35,157.27,124.645
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 20:00,9750,4.35,83.93,51.305
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 7:00,9827,4.35,78.11,45.485
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 17:00,9886,4.35,92.59,59.965
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 8:00,9913,4.35,64.11,31.485
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 11:00,9913,4.35,148.97,116.345
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 10:00,9944,4.35,118.37,85.745
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 19:00,9982,4.35,79.93,47.305
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 9:00,9988,4.35,62.91,30.285
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 18:00,9999,4.35,82.64,50.015
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 12:00,10010,4.35,101.51,68.885
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 15:00,10014,4.35,223.3,190.675
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 16:00,10027,4.35,83.15,50.525
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 14:00,10041,4.35,364.59,331.965
2/1/2021 0:00,ON PEAK,SUMMER,9/29/2022 13:00,10057,4.35,121.56,88.935
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 6:00,10161,4.375,61.58,28.7675
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 21:00,10622,4.375,72.98,40.1675
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 7:00,10650,4.375,93.58,60.7675
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 20:00,10673,4.375,76.61,43.7975
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 19:00,10776,4.375,401.71,368.8975
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 18:00,10950,4.375,505.23,472.4175
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 8:00,11009,4.375,269.38,236.5675
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 17:00,11049,4.375,513.63,480.8175
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 9:00,11166,4.375,671.46,638.6475
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 16:00,11197,4.375,560.66,527.8475
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 15:00,11318,4.375,559.73,526.9175
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 13:00,11369,4.375,579.3,546.4875
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 14:00,11374,4.375,595.36,562.5475
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 10:00,11378,4.375,625.65,592.8375
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 12:00,11434,4.375,542.07,509.2575
2/1/2021 0:00,ON PEAK,SUMMER,6/30/2021 11:00,11476,4.375,610.89,578.0775
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 21:00,8766,4.41,45.67,12.595
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 6:00,8887,4.41,163.27,130.195
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 7:00,9038,4.41,88.15,55.075
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 20:00,9088,4.41,56.86,23.785
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 8:00,9203,4.41,93.1,60.025
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 10:00,9251,4.41,487.98,454.905
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 9:00,9266,4.41,300.62,267.545
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 19:00,9295,4.41,69.93,36.855
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 18:00,9311,4.41,78.36,45.285
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 11:00,9325,4.41,98.29,65.215
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 17:00,9410,4.41,82.25,49.175
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 12:00,9506,4.41,64.54,31.465
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 13:00,9538,4.41,69.39,36.315
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 14:00,9588,4.41,62.88,29.805
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 16:00,9607,4.41,76.6,43.525
2/1/2021 0:00,ON PEAK,SUMMER,9/14/2021 15:00,9669,4.41,78.1,45.025
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 21:00,9438,4.45,60.14,26.765
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 20:00,9674,4.45,67.4,34.025
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 19:00,9853,4.45,72.72,39.345
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 6:00,9945,4.45,190.82,157.445
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 18:00,9981,4.45,100.13,66.755
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 14:00,9996,4.45,153.28,119.905
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 13:00,10035,4.45,164.45,131.075
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 15:00,10035,4.45,177.27,143.895
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 16:00,10045,4.45,176.18,142.805
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 17:00,10062,4.45,171.93,138.555
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 7:00,10080,4.45,177.81,144.435
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 11:00,10095,4.45,174.89,141.515
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 12:00,10104,4.45,182.88,149.505
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 10:00,10111,4.45,174.88,141.505
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 8:00,10136,4.45,194.7,161.325
2/1/2021 0:00,ON PEAK,SUMMER,10/22/2021 9:00,10139,4.45,205.02,171.645
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 21:00,9474,4.48,79.25,45.65
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 20:00,9714,4.48,97.48,63.88
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 19:00,9853,4.48,111.77,78.17
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 13:00,9865,4.48,392.68,359.08
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 18:00,9870,4.48,371.04,337.44
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 14:00,9872,4.48,171.51,137.91
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 17:00,9890,4.48,326.68,293.08
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 6:00,9895,4.48,71.76,38.16
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 15:00,9950,4.48,142.62,109.02
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 16:00,9969,4.48,323.26,289.66
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 11:00,10025,4.48,71.92,38.32
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 10:00,10042,4.48,117.65,84.05
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 7:00,10044,4.48,61.05,27.45
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 12:00,10048,4.48,151.54,117.94
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 9:00,10060,4.48,60.95,27.35
2/1/2021 0:00,ON PEAK,SUMMER,10/21/2022 8:00,10079,4.48,60.79,27.19
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 6:00,8324,4.5,30.9,-2.85
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 7:00,8584,4.5,27.54,-6.21
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 21:00,8735,4.5,85.22,51.47
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 8:00,8799,4.5,44.3,10.55
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 19:00,8876,4.5,88.95,55.2
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 20:00,8884,4.5,88.97,55.22
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 18:00,8940,4.5,69.09,35.34
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 9:00,8985,4.5,38.73,4.98
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 10:00,8999,4.5,47.98,14.23
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 17:00,9064,4.5,41.78,8.03
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 15:00,9096,4.5,42.78,9.03
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 14:00,9100,4.5,60.44,26.69
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 11:00,9117,4.5,48.78,15.03
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 13:00,9124,4.5,67.82,34.07
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 12:00,9136,4.5,45.24,11.49
2/1/2021 0:00,ON PEAK,SUMMER,5/6/2023 16:00,9138,4.5,41.89,8.14
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 21:00,8846,4.55,154.65,120.525
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 6:00,9050,4.55,68.53,34.405
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 20:00,9072,4.55,134.26,100.135
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 18:00,9119,4.55,165.58,131.455
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 7:00,9128,4.55,102.29,68.165
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 17:00,9170,4.55,164.12,129.995
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 8:00,9208,4.55,80.22,46.095
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 13:00,9210,4.55,104.76,70.635
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 12:00,9233,4.55,136.7,102.575
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 19:00,9270,4.55,139.09,104.965
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 9:00,9275,4.55,97.32,63.195
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 14:00,9277,4.55,104.86,70.735
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 11:00,9314,4.55,104.04,69.915
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 10:00,9380,4.55,89.37,55.245
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 16:00,9401,4.55,95.43,61.305
2/1/2021 0:00,ON PEAK,SUMMER,9/15/2021 15:00,9407,4.55,98,63.875
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 6:00,8967,4.6,56.13,21.63
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 7:00,9189,4.6,55.6,21.1
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 8:00,9441,4.6,62.53,28.03
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 19:00,9628,4.6,849.69,815.19
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 9:00,9640,4.6,71.19,36.69
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 20:00,9675,4.6,94.81,60.31
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 21:00,9686,4.6,57.79,23.29
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 10:00,9750,4.6,67.71,33.21
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 18:00,9778,4.6,906.16,871.66
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 11:00,9818,4.6,62.86,28.36
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 12:00,9856,4.6,70.48,35.98
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 13:00,9912,4.6,69.09,34.59
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 17:00,9943,4.6,275.16,240.66
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 16:00,9980,4.6,317.62,283.12
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 14:00,9988,4.6,87.97,53.47
2/1/2021 0:00,ON PEAK,SUMMER,8/6/2022 15:00,9994,4.6,258.89,224.39
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 21:00,9229,4.61,51.67,17.095
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 6:00,9409,4.61,62.1,27.525
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 20:00,9468,4.61,57.92,23.345
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 7:00,9582,4.61,55.78,21.205
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 18:00,9643,4.61,60.34,25.765
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 19:00,9668,4.61,67.38,32.805
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 17:00,9681,4.61,55.78,21.205
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 8:00,9780,4.61,53.05,18.475
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 13:00,9812,4.61,74.67,40.095
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 16:00,9820,4.61,58.82,24.245
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 14:00,9832,4.61,72.51,37.935
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 15:00,9837,4.61,65.26,30.685
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 12:00,9861,4.61,73.85,39.275
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 9:00,9863,4.61,55.62,21.045
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 11:00,9877,4.61,62.79,28.215
2/1/2021 0:00,ON PEAK,SUMMER,9/23/2022 10:00,9936,4.61,60.68,26.105
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 21:00,8774,4.65,68.73,33.855
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 6:00,8961,4.65,92.77,57.895
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 20:00,9088,4.65,74.15,39.275
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 7:00,9091,4.65,79.87,44.995
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 18:00,9228,4.65,69.31,34.435
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 12:00,9256,4.65,395.26,360.385
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 13:00,9274,4.65,279.66,244.785
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 8:00,9294,4.65,79.51,44.635
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 11:00,9305,4.65,442.07,407.195
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 19:00,9310,4.65,69.13,34.255
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 14:00,9327,4.65,150.22,115.345
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 9:00,9360,4.65,96.35,61.475
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 17:00,9373,4.65,69.91,35.035
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 10:00,9433,4.65,93.41,58.535
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 15:00,9458,4.65,68.45,33.575
2/1/2021 0:00,ON PEAK,SUMMER,9/13/2021 16:00,9539,4.65,73.04,38.165
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 21:00,9383,4.71,62.76,27.435
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 20:00,9648,4.71,72.1,36.775
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 14:00,9763,4.71,78.89,43.565
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 13:00,9764,4.71,79.75,44.425
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 6:00,9787,4.71,248.45,213.125
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 17:00,9812,4.71,79.16,43.835
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 12:00,9815,4.71,80.76,45.435
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 19:00,9816,4.71,77.4,42.075
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 15:00,9828,4.71,78.08,42.755
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 7:00,9842,4.71,196.52,161.195
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 16:00,9844,4.71,78.96,43.635
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 11:00,9846,4.71,79.5,44.175
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 18:00,9861,4.71,78.02,42.695
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 10:00,9865,4.71,73.8,38.475
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 9:00,9891,4.71,79.02,43.695
2/1/2021 0:00,ON PEAK,SUMMER,10/12/2021 8:00,9921,4.71,82.64,47.315
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 21:00,9371,4.795,45.17,9.2075
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 20:00,9646,4.795,45.84,9.8775
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 6:00,9828,4.795,81.28,45.3175
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 19:00,9874,4.795,48.41,12.4475
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 13:00,9927,4.795,65.78,29.8175
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 14:00,9932,4.795,74.2,38.2375
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 12:00,9941,4.795,87.88,51.9175
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 16:00,9946,4.795,74.09,38.1275
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 15:00,9958,4.795,74.09,38.1275
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 17:00,9959,4.795,64.73,28.7675
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 8:00,9975,4.795,318.06,282.0975
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 11:00,10014,4.795,92.93,56.9675
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 18:00,10033,4.795,54.67,18.7075
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 9:00,10040,4.795,261.66,225.6975
2/1/2021 0:00,ON PEAK,SUMMER,10/19/2021 7:00,10055,4.795,188.45,152.4875
